task,method,info,algorithm,q,contrast,block_days,n,delta,relative_pct,ci_low,ci_high,scenario,interpretation
observed_change,pca_1,without_positioning,linear_qr,0.1,add_residual,7,577,0.0,0.0,0.0,0.0,clock_UTC_quote,numerical_tie
observed_change,pca_1,without_positioning,linear_qr,0.5,add_residual,3,577,1.3084084172358864e-17,7.81125065877551e-17,-1.0985411334219652e-16,1.4526712123780238e-16,clock_UTC_quote,numerical_tie
observed_change,pca_1,without_positioning,linear_qr,0.5,add_residual,7,577,1.3084084172358864e-17,7.81125065877551e-17,-6.982567897008325e-17,1.165455667936429e-16,clock_UTC_quote,numerical_tie
observed_change,pca_1,without_positioning,quantile_lightgbm,0.1,add_residual,3,577,-0.0599893530720299,-0.6181729813606622,-0.207588544384147,0.0884993270670088,clock_UTC_quote,interval_includes_zero
observed_change,pca_1,without_positioning,quantile_lightgbm,0.1,add_residual,7,577,-0.0599893530720299,-0.6181729813606622,-0.2176056503356554,0.0985224657718022,clock_UTC_quote,interval_includes_zero
observed_change,pca_1,without_positioning,quantile_lightgbm,0.5,add_residual,3,577,-0.0407518400248565,-0.2409004538911317,-0.1392856915340545,0.0631908600673664,clock_UTC_quote,interval_includes_zero
observed_change,pca_1,without_positioning,quantile_lightgbm,0.5,add_residual,7,577,-0.0407518400248565,-0.2409004538911317,-0.1360415205661036,0.0657690770938968,clock_UTC_quote,interval_includes_zero
observed_change,pca_1,with_positioning,linear_qr,0.1,add_residual,3,577,0.0,0.0,0.0,0.0,clock_UTC_quote,numerical_tie
observed_change,pca_1,with_positioning,linear_qr,0.1,add_residual,7,577,0.0,0.0,0.0,0.0,clock_UTC_quote,numerical_tie
observed_change,pca_1,with_positioning,linear_qr,0.1,add_positioning,3,577,0.0909896758539528,0.9482519433055886,-0.4453997654234319,0.5120818392972565,clock_UTC_quote,interval_includes_zero
observed_change,pca_1,with_positioning,linear_qr,0.1,add_positioning,7,577,0.0909896758539528,0.9482519433055886,-0.4028672840485172,0.467720323689923,clock_UTC_quote,interval_includes_zero
observed_change,pca_1,with_positioning,linear_qr,0.5,add_residual,3,577,2.616816834471773e-17,1.5557316519988052e-16,-7.808949203251755e-19,5.261966547531685e-17,clock_UTC_quote,numerical_tie
observed_change,pca_1,with_positioning,linear_qr,0.5,add_residual,7,577,2.616816834471773e-17,1.5557316519988052e-16,6.597233183501309e-18,4.646759080046313e-17,clock_UTC_quote,numerical_tie
observed_change,pca_1,with_positioning,linear_qr,0.5,add_positioning,3,577,0.0701833975616929,0.4189976946166662,-0.159424701863765,0.3019419720634954,clock_UTC_quote,interval_includes_zero
observed_change,pca_1,with_positioning,linear_qr,0.5,add_positioning,7,577,0.0701833975616929,0.4189976946166662,-0.1482548996157875,0.2810819060801528,clock_UTC_quote,interval_includes_zero
observed_change,pca_1,with_positioning,quantile_lightgbm,0.1,add_residual,3,577,0.0807058209395627,0.877239652959557,-0.010939920322583,0.1632162309255711,clock_UTC_quote,interval_includes_zero
observed_change,pca_1,with_positioning,quantile_lightgbm,0.1,add_residual,7,577,0.0807058209395627,0.877239652959557,0.0022224203697606,0.162477259225954,clock_UTC_quote,higher_loss_interval
observed_change,pca_1,with_positioning,quantile_lightgbm,0.1,add_positioning,3,577,-0.3636294950806928,-3.770404692384568,-1.230129872650494,0.2695846455170648,clock_UTC_quote,interval_includes_zero
observed_change,pca_1,with_positioning,quantile_lightgbm,0.1,add_positioning,7,577,-0.3636294950806928,-3.770404692384568,-1.2272981187013798,0.2655311735646447,clock_UTC_quote,interval_includes_zero
observed_change,pca_1,with_positioning,quantile_lightgbm,0.5,add_residual,3,577,0.0081651289255191,0.0491295758470968,-0.1130758623170787,0.1267821648618995,clock_UTC_quote,interval_includes_zero
observed_change,pca_1,with_positioning,quantile_lightgbm,0.5,add_residual,7,577,0.0081651289255191,0.0491295758470968,-0.1229847752059978,0.1303130790965336,clock_UTC_quote,interval_includes_zero
observed_change,pca_1,with_positioning,quantile_lightgbm,0.5,add_positioning,3,577,-0.2479681202821166,-1.4693786489503848,-0.6559245081393601,0.0991736870719868,clock_UTC_quote,interval_includes_zero
observed_change,pca_1,with_positioning,quantile_lightgbm,0.5,add_positioning,7,577,-0.2479681202821166,-1.4693786489503848,-0.6049378420992053,0.0665759415615599,clock_UTC_quote,interval_includes_zero
observed_change,pca_2,without_positioning,linear_qr,0.1,add_residual,3,577,0.0363688807853892,0.3790195047617202,-0.0101250236067005,0.0973084221655674,clock_UTC_quote,interval_includes_zero
observed_change,pca_2,without_positioning,linear_qr,0.1,add_residual,7,577,0.0363688807853892,0.3790195047617202,-0.0061598181531865,0.0962440358113052,clock_UTC_quote,interval_includes_zero
observed_change,pca_2,without_positioning,linear_qr,0.5,add_residual,3,577,-0.0205566795350286,-0.1227242002152916,-0.0659880832638714,0.0193185153479344,clock_UTC_quote,interval_includes_zero
observed_change,pca_2,without_positioning,linear_qr,0.5,add_residual,7,577,-0.0205566795350286,-0.1227242002152916,-0.052948716833366,0.0118548055339485,clock_UTC_quote,interval_includes_zero
observed_change,pca_2,without_positioning,quantile_lightgbm,0.1,add_residual,3,577,0.025662552755523,0.2644452045875367,-0.2263846394956997,0.304488714499275,clock_UTC_quote,interval_includes_zero
observed_change,pca_2,without_positioning,quantile_lightgbm,0.1,add_residual,7,577,0.025662552755523,0.2644452045875367,-0.1948141544304534,0.2290556646662501,clock_UTC_quote,interval_includes_zero
observed_change,pca_2,without_positioning,quantile_lightgbm,0.5,add_residual,3,577,-0.0826531029324418,-0.4885956069662338,-0.16277045926376,0.001150501844565,clock_UTC_quote,interval_includes_zero
observed_change,pca_2,without_positioning,quantile_lightgbm,0.5,add_residual,7,577,-0.0826531029324418,-0.4885956069662338,-0.1490606904875804,-0.0182792517533712,clock_UTC_quote,lower_loss_interval
observed_change,pca_2,with_positioning,linear_qr,0.1,add_residual,3,577,0.0124915903881723,0.1289586729616439,-0.0497066842506914,0.0843694938655787,clock_UTC_quote,interval_includes_zero
observed_change,pca_2,with_positioning,linear_qr,0.1,add_residual,7,577,0.0124915903881723,0.1289586729616439,-0.0453586990485005,0.0820848185853659,clock_UTC_quote,interval_includes_zero
observed_change,pca_2,with_positioning,linear_qr,0.1,add_positioning,3,577,0.0671123854567359,0.6967730588310374,-0.5147980624974248,0.5333416108918889,clock_UTC_quote,interval_includes_zero
observed_change,pca_2,with_positioning,linear_qr,0.1,add_positioning,7,577,0.0671123854567359,0.6967730588310374,-0.4541409729387793,0.4699331930250808,clock_UTC_quote,interval_includes_zero
observed_change,pca_2,with_positioning,linear_qr,0.5,add_residual,3,577,-0.0019488703305766,-0.0115862876567417,-0.0597945688624809,0.0552022586445429,clock_UTC_quote,interval_includes_zero
observed_change,pca_2,with_positioning,linear_qr,0.5,add_residual,7,577,-0.0019488703305766,-0.0115862876567417,-0.0474138933192006,0.0386512315428337,clock_UTC_quote,interval_includes_zero
observed_change,pca_2,with_positioning,linear_qr,0.5,add_positioning,3,577,0.0887912067661449,0.5307384053602563,-0.144084644853851,0.3212108379391733,clock_UTC_quote,interval_includes_zero
observed_change,pca_2,with_positioning,linear_qr,0.5,add_positioning,7,577,0.0887912067661449,0.5307384053602563,-0.1260647006385799,0.2988964849218485,clock_UTC_quote,interval_includes_zero
observed_change,pca_2,with_positioning,quantile_lightgbm,0.1,add_residual,3,577,0.1871541991006423,2.034290497979299,0.0431348021128447,0.336552443141757,clock_UTC_quote,higher_loss_interval
observed_change,pca_2,with_positioning,quantile_lightgbm,0.1,add_residual,7,577,0.1871541991006423,2.034290497979299,0.0918511231503026,0.2722577316385177,clock_UTC_quote,higher_loss_interval
observed_change,pca_2,with_positioning,quantile_lightgbm,0.1,add_positioning,3,577,-0.3428330227471663,-3.52347775203126,-1.1380861839399812,0.22403486032726,clock_UTC_quote,interval_includes_zero
observed_change,pca_2,with_positioning,quantile_lightgbm,0.1,add_positioning,7,577,-0.3428330227471663,-3.52347775203126,-1.178401084560322,0.2519225266767646,clock_UTC_quote,interval_includes_zero
observed_change,pca_2,with_positioning,quantile_lightgbm,0.5,add_residual,3,577,-0.092167091213999,-0.5545693325493399,-0.2406975343535602,0.0525621562111512,clock_UTC_quote,interval_includes_zero
observed_change,pca_2,with_positioning,quantile_lightgbm,0.5,add_residual,7,577,-0.092167091213999,-0.5545693325493399,-0.2220658079713695,0.0191897927030615,clock_UTC_quote,interval_includes_zero
observed_change,pca_2,with_positioning,quantile_lightgbm,0.5,add_positioning,3,577,-0.3063990775140496,-1.820140836243892,-0.6780431962364942,-0.0063007739987626,clock_UTC_quote,lower_loss_interval
observed_change,pca_2,with_positioning,quantile_lightgbm,0.5,add_positioning,7,577,-0.3063990775140496,-1.820140836243892,-0.5960341983174512,-0.0627621324084732,clock_UTC_quote,lower_loss_interval
observed_change,ae_selected,without_positioning,linear_qr,0.1,add_residual,3,577,0.0,0.0,0.0,0.0,clock_UTC_quote,numerical_tie
observed_change,ae_selected,without_positioning,linear_qr,0.1,add_residual,7,577,0.0,0.0,0.0,0.0,clock_UTC_quote,numerical_tie
observed_change,ae_selected,without_positioning,linear_qr,0.1,AE_minus_sequential_ols,3,577,0.0,0.0,0.0,0.0,clock_UTC_quote,numerical_tie
observed_change,ae_selected,without_positioning,linear_qr,0.1,AE_minus_sequential_ols,7,577,0.0,0.0,0.0,0.0,clock_UTC_quote,numerical_tie
observed_change,ae_selected,without_positioning,linear_qr,0.1,AE_minus_pca_2,3,577,-0.0363688807853892,-0.3775883711872086,-0.0973084221655674,0.0101250236067005,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,without_positioning,linear_qr,0.1,AE_minus_pca_2,7,577,-0.0363688807853892,-0.3775883711872086,-0.0962440358113053,0.0061598181531865,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,without_positioning,linear_qr,0.5,add_residual,3,577,0.0,0.0,0.0,0.0,clock_UTC_quote,numerical_tie
observed_change,ae_selected,without_positioning,linear_qr,0.5,add_residual,7,577,0.0,0.0,0.0,0.0,clock_UTC_quote,numerical_tie
observed_change,ae_selected,without_positioning,linear_qr,0.5,AE_minus_sequential_ols,3,577,0.0,0.0,0.0,0.0,clock_UTC_quote,numerical_tie
observed_change,ae_selected,without_positioning,linear_qr,0.5,AE_minus_sequential_ols,7,577,0.0,0.0,0.0,0.0,clock_UTC_quote,numerical_tie
observed_change,ae_selected,without_positioning,linear_qr,0.5,AE_minus_pca_2,3,577,0.0205566795350286,0.122874997573328,-0.0193185153479344,0.0659880832638714,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,without_positioning,linear_qr,0.5,AE_minus_pca_2,7,577,0.0205566795350286,0.122874997573328,-0.0118548055339485,0.0529487168333659,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.1,add_residual,3,577,-0.0778109973736859,-0.8018198857951183,-0.3312204639163669,0.1898150540940741,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.1,add_residual,7,577,-0.0778109973736859,-0.8018198857951183,-0.3699004393073513,0.2034376116049019,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.1,AE_minus_sequential_ols,3,577,-0.084022244091023,-0.8652711740460635,-0.243384728609202,0.0635902569604333,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.1,AE_minus_sequential_ols,7,577,-0.084022244091023,-0.8652711740460635,-0.240638026940381,0.0620840526105727,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.1,AE_minus_pca_2,3,577,-0.1034735501292089,-1.0634528403433172,-0.3719504202518947,0.1494492943528153,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.1,AE_minus_pca_2,7,577,-0.1034735501292089,-1.0634528403433172,-0.3197175807821227,0.1207844364499166,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.5,add_residual,3,577,-0.1457463130521945,-0.8615648507114545,-0.2472087848227645,-0.0541528669058947,clock_UTC_quote,lower_loss_interval
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.5,add_residual,7,577,-0.1457463130521945,-0.8615648507114545,-0.2186293310654634,-0.0740355712847866,clock_UTC_quote,lower_loss_interval
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.5,AE_minus_sequential_ols,3,577,-0.0961297564064435,-0.569933138126206,-0.1978867795274194,0.0017211423713806,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.5,AE_minus_sequential_ols,7,577,-0.0961297564064435,-0.569933138126206,-0.1854449304771259,-0.0120388618893902,clock_UTC_quote,lower_loss_interval
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.5,AE_minus_pca_2,3,577,-0.0630932101197527,-0.3748005025354965,-0.1597317997086831,0.0368704265793419,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.5,AE_minus_pca_2,7,577,-0.0630932101197527,-0.3748005025354965,-0.1409661309501306,0.0230520207974976,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,with_positioning,linear_qr,0.1,add_residual,3,577,0.0,0.0,0.0,0.0,clock_UTC_quote,numerical_tie
observed_change,ae_selected,with_positioning,linear_qr,0.1,add_residual,7,577,0.0,0.0,0.0,0.0,clock_UTC_quote,numerical_tie
observed_change,ae_selected,with_positioning,linear_qr,0.1,add_positioning,3,577,0.0909896758539528,0.9482519433055886,-0.4453997654234319,0.5120818392972565,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,with_positioning,linear_qr,0.1,add_positioning,7,577,0.0909896758539528,0.9482519433055886,-0.4028672840485172,0.467720323689923,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,with_positioning,linear_qr,0.1,AE_minus_sequential_ols,3,577,0.0,0.0,0.0,0.0,clock_UTC_quote,numerical_tie
observed_change,ae_selected,with_positioning,linear_qr,0.1,AE_minus_sequential_ols,7,577,0.0,0.0,0.0,0.0,clock_UTC_quote,numerical_tie
observed_change,ae_selected,with_positioning,linear_qr,0.1,AE_minus_pca_2,3,577,-0.0124915903881723,-0.1287925837547608,-0.0843694938655787,0.0497066842506914,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,with_positioning,linear_qr,0.1,AE_minus_pca_2,7,577,-0.0124915903881723,-0.1287925837547608,-0.0820848185853659,0.0453586990485005,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,with_positioning,linear_qr,0.5,add_residual,3,577,2.616816834471773e-17,1.5557316519988052e-16,-7.808949203251755e-19,5.261966547531685e-17,clock_UTC_quote,numerical_tie
observed_change,ae_selected,with_positioning,linear_qr,0.5,add_residual,7,577,2.616816834471773e-17,1.5557316519988052e-16,6.597233183501309e-18,4.646759080046313e-17,clock_UTC_quote,numerical_tie
observed_change,ae_selected,with_positioning,linear_qr,0.5,add_positioning,3,577,0.0701833975616929,0.4189976946166662,-0.1594247018637651,0.3019419720634955,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,with_positioning,linear_qr,0.5,add_positioning,7,577,0.0701833975616929,0.4189976946166662,-0.1482548996157876,0.2810819060801528,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,with_positioning,linear_qr,0.5,AE_minus_sequential_ols,3,577,0.0,0.0,0.0,0.0,clock_UTC_quote,numerical_tie
observed_change,ae_selected,with_positioning,linear_qr,0.5,AE_minus_sequential_ols,7,577,0.0,0.0,0.0,0.0,clock_UTC_quote,numerical_tie
observed_change,ae_selected,with_positioning,linear_qr,0.5,AE_minus_pca_2,3,577,0.0019488703305766,0.0115876302329132,-0.0552022586445429,0.0597945688624809,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,with_positioning,linear_qr,0.5,AE_minus_pca_2,7,577,0.0019488703305766,0.0115876302329132,-0.0386512315428337,0.0474138933192006,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.1,add_residual,3,577,0.025456054032928,0.2766970182025447,-0.0554570453859012,0.1043047052803402,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.1,add_residual,7,577,0.025456054032928,0.2766970182025447,-0.0435717765136715,0.0976355332291156,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.1,add_positioning,3,577,-0.4010576176856718,-4.166188404874996,-1.175035892522713,0.2014113205157811,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.1,add_positioning,7,577,-0.4010576176856718,-4.166188404874996,-1.2086499973093716,0.1693407991412542,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.1,AE_minus_sequential_ols,3,577,-0.0478419079452643,-0.5159118333093186,-0.1282016354027823,0.0252840944496052,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.1,AE_minus_sequential_ols,7,577,-0.0478419079452643,-0.5159118333093186,-0.1202114138855028,0.0255432579077123,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.1,AE_minus_pca_2,3,577,-0.1616981450677143,-1.7225517727411075,-0.3141527023878601,-0.0196900618437927,clock_UTC_quote,lower_loss_interval
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.1,AE_minus_pca_2,7,577,-0.1616981450677143,-1.7225517727411075,-0.2626621914859487,-0.0572191799690968,clock_UTC_quote,lower_loss_interval
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.5,add_residual,3,577,0.0273615037335789,0.1646341515524843,-0.0621149787197887,0.1145705972896852,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.5,add_residual,7,577,0.0273615037335789,0.1646341515524843,-0.0454416338745729,0.0986735385969275,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.5,add_positioning,3,577,-0.1237772724467188,-0.7380558796836568,-0.5184765490842999,0.2218958627259999,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.5,add_positioning,7,577,-0.1237772724467188,-0.7380558796836568,-0.4613604633833407,0.2049465999428177,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.5,AE_minus_sequential_ols,3,577,-0.0697600874729365,-0.4173077391932673,-0.217421637826961,0.0636221138795218,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.5,AE_minus_sequential_ols,7,577,-0.0697600874729365,-0.4173077391932673,-0.193905601880463,0.0397537059833649,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.5,AE_minus_pca_2,3,577,0.1195285949475779,0.7232142083097493,-0.0450943813530163,0.2889755211046748,clock_UTC_quote,interval_includes_zero
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.5,AE_minus_pca_2,7,577,0.1195285949475779,0.7232142083097493,0.0023931481994685,0.2549573641087674,clock_UTC_quote,higher_loss_interval
observed_change,joint_ols,without_positioning,linear_qr,0.1,add_residual,3,577,0.0,0.0,0.0,0.0,clock_UTC_quote,numerical_tie
observed_change,joint_ols,without_positioning,linear_qr,0.1,add_residual,7,577,0.0,0.0,0.0,0.0,clock_UTC_quote,numerical_tie
observed_change,joint_ols,without_positioning,linear_qr,0.5,add_residual,3,577,0.0,0.0,0.0,0.0,clock_UTC_quote,numerical_tie
observed_change,joint_ols,without_positioning,linear_qr,0.5,add_residual,7,577,0.0,0.0,0.0,0.0,clock_UTC_quote,numerical_tie
observed_change,joint_ols,without_positioning,quantile_lightgbm,0.1,add_residual,3,577,-0.0063914657629917,-0.0658622112698759,-0.1934823583616746,0.1857804499606215,clock_UTC_quote,interval_includes_zero
observed_change,joint_ols,without_positioning,quantile_lightgbm,0.1,add_residual,7,577,-0.0063914657629917,-0.0658622112698759,-0.203352283781441,0.186358674028014,clock_UTC_quote,interval_includes_zero
observed_change,joint_ols,without_positioning,quantile_lightgbm,0.5,add_residual,3,577,-0.0105081895982596,-0.0621181188935462,-0.1376369085456148,0.1253499504124863,clock_UTC_quote,interval_includes_zero
observed_change,joint_ols,without_positioning,quantile_lightgbm,0.5,add_residual,7,577,-0.0105081895982596,-0.0621181188935462,-0.1430280747104446,0.1286372095237457,clock_UTC_quote,interval_includes_zero
observed_change,joint_ols,with_positioning,linear_qr,0.1,add_residual,3,577,0.0,0.0,0.0,0.0,clock_UTC_quote,numerical_tie
observed_change,joint_ols,with_positioning,linear_qr,0.1,add_residual,7,577,0.0,0.0,0.0,0.0,clock_UTC_quote,numerical_tie
observed_change,joint_ols,with_positioning,linear_qr,0.1,add_positioning,3,577,0.0909896758539528,0.9482519433055886,-0.4453997654234319,0.5120818392972565,clock_UTC_quote,interval_includes_zero
observed_change,joint_ols,with_positioning,linear_qr,0.1,add_positioning,7,577,0.0909896758539528,0.9482519433055886,-0.4028672840485172,0.467720323689923,clock_UTC_quote,interval_includes_zero
observed_change,joint_ols,with_positioning,linear_qr,0.5,add_residual,3,577,2.616816834471773e-17,1.5557316519988052e-16,-7.808949203251755e-19,5.261966547531685e-17,clock_UTC_quote,numerical_tie
observed_change,joint_ols,with_positioning,linear_qr,0.5,add_residual,7,577,2.616816834471773e-17,1.5557316519988052e-16,6.597233183501309e-18,4.646759080046313e-17,clock_UTC_quote,numerical_tie
observed_change,joint_ols,with_positioning,linear_qr,0.5,add_positioning,3,577,0.0701833975616929,0.4189976946166662,-0.1594247018637651,0.3019419720634955,clock_UTC_quote,interval_includes_zero
