scenario,h,model,q,target,n,beta_standardized,ci95_low,ci95_high,bootstrap_sign_tail,B,successful,block_calendar_days,refit_residual_stages,projection,note
clock_UTC_quote,6,M2,0.1,downside,322,0.06839149514832511,-0.5657375915736401,0.501582272106667,0.984,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,6,M2,0.1,btc_vol,322,-0.3139909358626714,-0.8403543221470718,0.12987919166178033,0.164,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,6,M2,0.1,account_ls,322,0.07341364435871099,-0.06884090432447235,0.3592968858955201,0.184,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,12,M0,0.1,e_origin,763,0.28185375856903405,0.09185715803043593,0.4760945722943232,0.004,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,12,M0,0.1,downside,763,-0.25969985070729834,-0.8227693879367803,-0.004544687294028857,0.052,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,12,M1,0.1,e_origin,763,0.28380558019147545,0.09362910481456177,0.4745541343643218,0.004,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,12,M1,0.1,downside,763,-0.2671803082208406,-0.9881133789922507,0.20573702754573267,0.288,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,12,M1,0.1,btc_vol,763,0.03485055028337291,-0.29978232296159574,0.34443003822571083,0.824,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,12,M2,0.1,e_origin,763,0.279629762234898,0.09585715037925792,0.47027729219881964,0.004,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,12,M2,0.1,downside,763,-0.28893321883856143,-1.0939436934642195,0.20021924530250138,0.312,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,12,M2,0.1,btc_vol,763,0.03579549577870925,-0.3189157105274881,0.32773324312188534,0.864,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,12,M2,0.1,account_ls,763,0.037675677434143844,-0.08770823822474794,0.1893230840688473,0.54,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
