h,model,target,rep,beta
1,M0,e_origin,144,0.07248097979095755
1,M0,e_origin,145,0.4022424889785704
1,M0,e_origin,146,0.3247578250842195
1,M0,e_origin,147,0.2682658011183293
1,M0,e_origin,148,0.46450104493215844
1,M0,e_origin,149,0.4609437447564552
1,M0,e_origin,150,0.3653907147425662
1,M0,e_origin,151,0.12257863850374343
1,M0,e_origin,152,0.4535941515770421
1,M0,e_origin,153,0.16148097369566733
1,M0,e_origin,154,0.2315064819484344
1,M0,e_origin,155,0.6063662046570417
1,M0,e_origin,156,0.44695761939818274
1,M0,e_origin,157,0.3170524327516862
1,M0,e_origin,158,0.5961141783340208
1,M0,e_origin,159,0.2956862639601471
1,M0,e_origin,160,0.26700856072732043
1,M0,e_origin,161,0.08883693881668125
1,M0,e_origin,162,0.4524624622755969
1,M0,e_origin,163,0.26719274887260774
1,M0,e_origin,164,0.21282936482606402
1,M0,e_origin,165,0.49635790644563327
1,M0,e_origin,166,0.3348019252981444
1,M0,e_origin,167,0.07231168019785994
1,M0,e_origin,168,0.09865955715422489
1,M0,e_origin,169,0.47054267660426224
1,M0,e_origin,170,0.41722378486793243
1,M0,e_origin,171,0.18313055270849957
1,M0,e_origin,172,0.1556090008955388
1,M0,e_origin,173,0.16221971365432675
1,M0,e_origin,174,0.21842963690034264
1,M0,e_origin,175,0.0682297314550779
1,M0,e_origin,176,0.3144960193447044
1,M0,e_origin,177,0.1683825418953729
1,M0,e_origin,178,0.3247589437638668
1,M0,e_origin,179,0.25811689250797965
1,M0,e_origin,180,0.14257105035823595
1,M0,e_origin,181,0.29644425584703277
1,M0,e_origin,182,0.5958005658989166
1,M0,e_origin,183,0.16470088173445144
1,M0,e_origin,184,0.06609767068276341
1,M0,e_origin,185,0.3292772546417103
1,M0,e_origin,186,0.1083738593533968
1,M0,e_origin,187,0.07687601499454248
1,M0,e_origin,188,0.34121283636712607
1,M0,e_origin,189,0.0678451460715439
1,M0,e_origin,190,0.12185145032176863
1,M0,e_origin,191,0.15549119326928143
1,M0,e_origin,192,0.14338811076207597
1,M0,e_origin,193,0.20126402779723473
1,M0,e_origin,194,0.34452836510422
1,M0,e_origin,195,0.2245425428438753
1,M0,e_origin,196,0.26865757632214815
1,M0,e_origin,197,0.3938555437786921
1,M0,e_origin,198,0.16512659872407676
1,M0,e_origin,199,0.44510498207872423
1,M0,e_origin,200,0.24765665535178935
1,M0,e_origin,201,0.2868742779676329
1,M0,e_origin,202,0.12748903696652966
1,M0,e_origin,203,0.47894571122548796
1,M0,e_origin,204,0.06611945045287836
1,M0,e_origin,205,0.2378346703709013
1,M0,e_origin,206,0.3452890676287933
1,M0,e_origin,207,0.35105758453600727
1,M0,e_origin,208,0.07470617540443876
1,M0,e_origin,209,0.3209588678765935
1,M0,e_origin,210,0.2019908878853948
1,M0,e_origin,211,0.07132132772132829
1,M0,e_origin,212,0.14730761180876467
1,M0,e_origin,213,0.6074241913925856
1,M0,e_origin,214,0.1909654159479834
1,M0,e_origin,215,0.346437817334151
1,M0,e_origin,216,0.3947640520456397
1,M0,e_origin,217,0.16071372895730138
1,M0,e_origin,218,0.38261995038170393
1,M0,e_origin,219,0.19594287200153473
1,M0,e_origin,220,0.11516930719748542
1,M0,e_origin,221,0.3088346085608329
1,M0,e_origin,222,0.072001497765962
1,M0,e_origin,223,0.21454106115373656
1,M0,e_origin,224,0.10941570370002857
1,M0,e_origin,225,0.1324954722516984
1,M0,e_origin,226,0.14106969260102104
1,M0,e_origin,227,0.3251122971973359
1,M0,e_origin,228,0.06837460311730752
1,M0,e_origin,229,0.08009588560370239
1,M0,e_origin,230,0.30464215629850505
1,M0,e_origin,231,0.4400785067481034
1,M0,e_origin,232,0.18487233710362164
1,M0,e_origin,233,0.4460620936410684
1,M0,e_origin,234,0.24310271858134552
1,M0,e_origin,235,0.0624891771748943
1,M0,e_origin,236,0.40643677575664505
1,M0,e_origin,237,0.23095607798909576
1,M0,e_origin,238,0.20912443537942976
1,M0,e_origin,239,0.29961113882519486
1,M0,e_origin,240,0.2852366143787935
1,M0,e_origin,241,0.056933662301365234
1,M0,e_origin,242,0.36957172411751604
1,M0,e_origin,243,0.10032904897095224
1,M0,e_origin,244,0.06584516172696982
1,M0,e_origin,245,0.23156279397983118
1,M0,e_origin,246,0.1528760010830841
1,M0,e_origin,247,0.3400746683825927
1,M0,e_origin,248,0.44861725324444474
1,M0,e_origin,249,0.33772270001743904
1,M0,e_origin,250,0.330379838917465
1,M0,e_origin,251,0.3050274187690817
1,M0,e_origin,252,0.43805184981872924
1,M0,e_origin,253,0.08382570223343011
1,M0,e_origin,254,0.1313459046134635
1,M0,e_origin,255,0.4083722598430952
1,M0,e_origin,256,0.4033995429783282
1,M0,e_origin,257,0.4111683132632777
1,M0,e_origin,258,0.07230295506582177
1,M0,e_origin,259,0.3520420563730723
1,M0,e_origin,260,0.3086397053674174
1,M0,e_origin,261,0.24700503262849616
1,M0,e_origin,262,0.10192200183818981
1,M0,e_origin,263,0.2997356581916271
1,M0,e_origin,264,0.2560675676057715
1,M0,e_origin,265,0.39064276200137593
1,M0,e_origin,266,0.5894340111030847
1,M0,e_origin,267,0.4167966782634377
1,M0,e_origin,268,0.36252445225500984
1,M0,e_origin,269,0.08920418829483896
1,M0,e_origin,270,0.14189680012274586
1,M0,e_origin,271,0.32941487810008
1,M0,e_origin,272,0.3314223711796403
1,M0,e_origin,273,0.2425702249476905
1,M0,e_origin,274,0.43495563603647724
1,M0,e_origin,275,0.1136304759366788
1,M0,e_origin,276,0.5144647065249651
1,M0,e_origin,277,0.10736890859909264
1,M0,e_origin,278,0.07400311742944991
1,M0,e_origin,279,0.3996899945562323
1,M0,e_origin,280,0.31633959719579074
1,M0,e_origin,281,0.30364066402025425
1,M0,e_origin,282,0.45982858498239715
1,M0,e_origin,283,0.49328468610147425
1,M0,e_origin,284,0.18798528696155883
1,M0,e_origin,285,0.4112276728737401
1,M0,e_origin,286,0.10719655327668386
1,M0,e_origin,287,0.28504480044317576
1,M0,e_origin,288,0.20793865253369734
1,M0,e_origin,289,0.3604792862373486
1,M0,e_origin,290,0.28274455127233394
1,M0,e_origin,291,0.0775981419667647
1,M0,e_origin,292,0.24743774839102065
1,M0,e_origin,293,0.2772994809896323
1,M0,e_origin,294,0.329586292867564
1,M0,e_origin,295,0.44059567417490003
1,M0,e_origin,296,0.07645850137769365
1,M0,e_origin,297,0.16254002271741935
1,M0,e_origin,298,0.27856080556918095
1,M0,e_origin,299,0.3584753398609546
1,M0,e_origin,300,0.47213273448708837
1,M0,e_origin,301,0.34152729948810884
1,M0,e_origin,302,0.29581595829783675
1,M0,e_origin,303,0.05845126140540347
1,M0,e_origin,304,0.14813188038176187
1,M0,e_origin,305,0.4067195254498688
1,M0,e_origin,306,0.3572881949035568
1,M0,e_origin,307,0.33356225343857143
1,M0,e_origin,308,0.0957606933991464
1,M0,e_origin,309,0.2964553025355846
1,M0,e_origin,310,0.3500634263512393
1,M0,e_origin,311,0.2674772304905017
1,M0,e_origin,312,0.10123330510857333
1,M0,e_origin,313,0.4155673909017885
1,M0,e_origin,314,0.33246217728951355
1,M0,e_origin,315,0.18429966617362775
1,M0,e_origin,316,0.11570905345599694
1,M0,e_origin,317,0.1936796872458491
1,M0,e_origin,318,0.38317272010114073
1,M0,e_origin,319,0.3338439074630753
1,M0,e_origin,320,0.1859229758921994
1,M0,e_origin,321,0.3847637783230648
1,M0,e_origin,322,0.07327762231025449
1,M0,e_origin,323,0.10488530629969689
1,M0,e_origin,324,0.1777579453135875
1,M0,e_origin,325,0.3784650093057445
1,M0,e_origin,326,0.21454006893480637
1,M0,e_origin,327,0.47442753863853687
1,M0,e_origin,328,0.25326013566373445
1,M0,e_origin,329,0.27118970278088106
1,M0,e_origin,330,0.32798213263000986
1,M0,e_origin,331,0.09239145292459067
1,M0,e_origin,332,0.5377661430154518
1,M0,e_origin,333,0.16348398381403614
1,M0,e_origin,334,0.3879626350983346
1,M0,e_origin,335,0.3775666353090066
1,M0,e_origin,336,0.43367647834348827
1,M0,e_origin,337,0.11272255421682593
1,M0,e_origin,338,0.452332905971558
1,M0,e_origin,339,0.19158775991383195
1,M0,e_origin,340,0.06677051510126222
1,M0,e_origin,341,0.47625807993968816
1,M0,e_origin,342,0.08914342413775296
1,M0,e_origin,343,0.07651569745578926
1,M0,e_origin,344,0.34524001251825226
1,M0,e_origin,345,0.3630480098125361
1,M0,e_origin,346,0.05821451588648347
1,M0,e_origin,347,0.09082983097658012
1,M0,e_origin,348,0.2569544001046264
1,M0,e_origin,349,0.11732454476169245
1,M0,e_origin,350,0.09885973244412001
1,M0,e_origin,351,0.12526583782501413
1,M0,e_origin,352,0.34282815224437974
1,M0,e_origin,353,0.4803786691194792
1,M0,e_origin,354,0.40297557404718143
1,M0,e_origin,355,0.14018211566770364
1,M0,e_origin,356,0.36678938192549687
1,M0,e_origin,357,0.22789872546484383
1,M0,e_origin,358,0.07357335855578315
1,M0,e_origin,359,0.4162558983687556
1,M0,e_origin,360,0.5255458328132048
1,M0,e_origin,361,0.10746564843740959
1,M0,e_origin,362,0.2413068664138302
1,M0,e_origin,363,0.3082999593279846
1,M0,e_origin,364,0.45314590271973243
1,M0,e_origin,365,0.18302261924594243
1,M0,e_origin,366,0.37115791869388337
1,M0,e_origin,367,0.3968898009645525
1,M0,e_origin,368,0.3688658719131512
1,M0,e_origin,369,0.37301948581965116
1,M0,e_origin,370,0.20422265038764065
1,M0,e_origin,371,0.07035313236112196
1,M0,e_origin,372,0.1610414115150973
1,M0,e_origin,373,0.20303434157533132
1,M0,e_origin,374,0.3381248164490208
1,M0,e_origin,375,0.281691129435257
1,M0,e_origin,376,0.5641197232804486
1,M0,e_origin,377,0.4509437924370036
1,M0,e_origin,378,0.37213558818965936
1,M0,e_origin,379,0.3735482242391468
1,M0,e_origin,380,0.3927152350583147
1,M0,e_origin,381,0.12250798677924248
1,M0,e_origin,382,0.07328221154524192
1,M0,e_origin,383,0.43527635236578005
1,M0,e_origin,384,0.3039692755917994
1,M0,e_origin,385,0.3986557016587547
1,M0,e_origin,386,0.5270372894745539
1,M0,e_origin,387,0.36311604651199136
1,M0,e_origin,388,0.06988782956436025
1,M0,e_origin,389,0.27409757549004055
1,M0,e_origin,390,0.38466609773429766
1,M0,e_origin,391,0.5390203508640949
1,M0,e_origin,392,0.3935031331001536
1,M0,e_origin,393,0.07036486713775689
1,M0,e_origin,394,0.07239558680059612
1,M0,e_origin,395,0.2606691362952563
1,M0,e_origin,396,0.20088127644599812
1,M0,e_origin,397,0.2354228620021501
1,M0,e_origin,398,0.3929373418074697
1,M0,e_origin,399,0.21152505934329152
1,M0,e_origin,400,0.10017643677059036
1,M0,e_origin,401,0.1792630475062658
1,M0,e_origin,402,0.11638688741805593
1,M0,e_origin,403,0.06938996067871843
1,M0,e_origin,404,0.23226545554626882
1,M0,e_origin,405,0.3548649765199075
1,M0,e_origin,406,0.14970158289122457
1,M0,e_origin,407,0.1173658696342492
1,M0,e_origin,408,0.34336589182334576
1,M0,e_origin,409,0.3217520790284537
1,M0,e_origin,410,0.06828008944186101
1,M0,e_origin,411,0.1939412676627374
1,M0,e_origin,412,0.28347922343235266
1,M0,e_origin,413,0.1981802759285608
1,M0,e_origin,414,0.3561522303611262
1,M0,e_origin,415,0.470343782256597
1,M0,e_origin,416,0.13880789721014924
1,M0,e_origin,417,0.5358344811228822
1,M0,e_origin,418,0.38854778431309756
1,M0,e_origin,419,0.06734811476604818
1,M0,e_origin,420,0.2413670434892705
1,M0,e_origin,421,0.20343832852843877
1,M0,e_origin,422,0.07633690198200545
1,M0,e_origin,423,0.39321334732133384
1,M0,e_origin,424,0.10395801227410277
1,M0,e_origin,425,0.3656205045737264
1,M0,e_origin,426,0.13173706825494416
1,M0,e_origin,427,0.41980911705929386
1,M0,e_origin,428,0.3549786877270407
1,M0,e_origin,429,0.33881195084487714
1,M0,e_origin,430,0.11226947942008103
1,M0,e_origin,431,0.1922468332967147
1,M0,e_origin,432,0.437373943897595
1,M0,e_origin,433,0.3140796552482589
1,M0,e_origin,434,0.28560798042685226
1,M0,e_origin,435,0.3429409205107993
1,M0,e_origin,436,0.15879085901877482
1,M0,e_origin,437,0.3622709403348336
1,M0,e_origin,438,0.3646725211612207
1,M0,e_origin,439,0.5171634738577459
1,M0,e_origin,440,0.5293231529608542
1,M0,e_origin,441,0.0795336236627718
1,M0,e_origin,442,0.43974175525508896
1,M0,e_origin,443,0.22747848700327608
1,M0,e_origin,444,0.32521863130003814
1,M0,e_origin,445,0.05511599538517086
1,M0,e_origin,446,0.3407711880633387
1,M0,e_origin,447,0.17857552156275916
1,M0,e_origin,448,0.07519182608045617
1,M0,e_origin,449,0.29242544243533486
1,M0,e_origin,450,0.19218382509309637
1,M0,e_origin,451,0.48315371028394927
1,M0,e_origin,452,0.4012486657946781
1,M0,e_origin,453,0.5470230824374354
1,M0,e_origin,454,0.4085480324781802
1,M0,e_origin,455,0.07318269393103081
1,M0,e_origin,456,0.309220027973201
1,M0,e_origin,457,0.30227492154382274
1,M0,e_origin,458,0.07756714929528596
1,M0,e_origin,459,0.30644151238567907
1,M0,e_origin,460,0.07716403224332043
1,M0,e_origin,461,0.5554169741073163
1,M0,e_origin,462,0.10066878880315597
1,M0,e_origin,463,0.29574015246529245
1,M0,e_origin,464,0.36018940019650353
1,M0,e_origin,465,0.11980206650704292
1,M0,e_origin,466,0.33283816734493676
1,M0,e_origin,467,0.2815678615543303
1,M0,e_origin,468,0.40012489289384784
1,M0,e_origin,469,0.14906047205509418
1,M0,e_origin,470,0.08413488622342233
1,M0,e_origin,471,0.25639773776312935
1,M0,e_origin,472,0.20752084348115984
1,M0,e_origin,473,0.3145493455991445
1,M0,e_origin,474,0.16022773927390707
1,M0,e_origin,475,0.26314501418623015
1,M0,e_origin,476,0.4525375794451912
1,M0,e_origin,477,0.270461410307234
1,M0,e_origin,478,0.07420395371553984
1,M0,e_origin,479,0.07968329736612119
1,M0,e_origin,480,0.38097785887518976
1,M0,e_origin,481,0.28499563235033126
1,M0,e_origin,482,0.27949587739145343
1,M0,e_origin,483,0.1962328513437757
1,M0,e_origin,484,0.3507496546188784
1,M0,e_origin,485,0.36379511281995885
1,M0,e_origin,486,0.37658508809801533
1,M0,e_origin,487,0.2974559649237774
1,M0,e_origin,488,0.39469154873262347
1,M0,e_origin,489,0.4655475224039046
1,M0,e_origin,490,0.07236424567703668
1,M0,e_origin,491,0.4039363598482721
1,M0,e_origin,492,0.2305386903958574
1,M0,e_origin,493,0.3877829658570362
1,M0,e_origin,494,0.20085567979130498
1,M0,e_origin,495,0.07166362338424867
1,M0,e_origin,496,0.503139858845103
1,M0,e_origin,497,0.257709471775979
1,M0,e_origin,498,0.43004348117333513
1,M0,downside,0,-0.30516199602580046
1,M0,downside,1,-0.23652991689937802
1,M0,downside,2,-0.14349712940247897
1,M0,downside,3,-0.2537317049537846
1,M0,downside,4,-0.18089852727654987
1,M0,downside,5,-0.3459884060573177
1,M0,downside,6,-0.16359244279733165
1,M0,downside,7,-0.28238514574273377
1,M0,downside,8,-0.34565449107202634
1,M0,downside,9,-0.035920826481151476
1,M0,downside,10,-0.44887072561832486
1,M0,downside,11,-0.2705474759746651
1,M0,downside,12,-0.5593441867077117
1,M0,downside,13,-0.1285422609222682
1,M0,downside,14,-0.07068405322367145
1,M0,downside,15,-0.28407432800146065
1,M0,downside,16,-0.7510984672396721
1,M0,downside,17,-0.04731979835803493
1,M0,downside,18,-0.2545449536273781
1,M0,downside,19,-0.15351245932708138
1,M0,downside,20,-0.02888258281173248
1,M0,downside,21,-0.12361515130015861
1,M0,downside,22,-0.2129899586431288
1,M0,downside,23,-0.6700753756426456
1,M0,downside,24,-0.2347922368747732
1,M0,downside,25,-0.3492555164547229
1,M0,downside,26,-0.301395195098645
1,M0,downside,27,-0.24307086073364198
1,M0,downside,28,-0.14203224957567112
1,M0,downside,29,-0.20959283339508625
1,M0,downside,30,-0.5907776558141018
1,M0,downside,31,-0.07179248157753719
1,M0,downside,32,-0.5712252941517566
1,M0,downside,33,-0.2803892507638139
1,M0,downside,34,-0.13889822038919047
1,M0,downside,35,-0.22543162996848562
1,M0,downside,36,-0.1468469428733496
1,M0,downside,37,-0.13599013573384441
1,M0,downside,38,-0.4191800704493252
1,M0,downside,39,-0.3834300487255135
1,M0,downside,40,-0.13339229543000602
1,M0,downside,41,-0.22748117217066277
1,M0,downside,42,-0.3004260668183339
1,M0,downside,43,-0.15000842110823495
1,M0,downside,44,-0.10655403956503656
1,M0,downside,45,-0.2926852990827525
1,M0,downside,46,-0.061579462457308894
1,M0,downside,47,-0.5651886043999782
1,M0,downside,48,-0.1250494101190611
1,M0,downside,49,-0.36600575532948193
1,M0,downside,50,-0.05967813541117626
1,M0,downside,51,-0.15467089292213426
1,M0,downside,52,-0.15583648068334094
1,M0,downside,53,-0.16540770125398707
1,M0,downside,54,-0.4989732557212521
1,M0,downside,55,-0.1385499981760796
1,M0,downside,56,-0.4225578032179458
1,M0,downside,57,-0.1564414599413892
1,M0,downside,58,-0.007574852847904118
1,M0,downside,59,-0.2848194711274348
1,M0,downside,60,-0.38417794320552695
1,M0,downside,61,-0.3221181945419598
1,M0,downside,62,-0.14583150508929715
1,M0,downside,63,-0.4557046295897746
1,M0,downside,64,-0.15023315118841113
1,M0,downside,65,-0.07748045243759126
1,M0,downside,66,-0.23548669446264023
1,M0,downside,67,-0.16653410705019944
1,M0,downside,68,-0.14102824788774948
1,M0,downside,69,-0.054697519387123715
1,M0,downside,70,-0.25838402311363323
1,M0,downside,71,-0.27123051253017655
1,M0,downside,72,-0.09722922886101334
1,M0,downside,73,-0.25671976496357785
1,M0,downside,74,-0.2795003099594556
1,M0,downside,75,-0.27122127177862004
1,M0,downside,76,-0.26985500092222064
1,M0,downside,77,-0.13031493081709974
1,M0,downside,78,-0.15853614829794493
1,M0,downside,79,-0.6412951264749266
1,M0,downside,80,-0.6110472868037207
1,M0,downside,81,-0.4633565004561282
1,M0,downside,82,-0.1216463703073575
1,M0,downside,83,-0.07816690608331875
1,M0,downside,84,-0.12859525048890005
1,M0,downside,85,-0.3156696309195745
1,M0,downside,86,-0.1559760029559855
1,M0,downside,87,-0.30688074533667165
1,M0,downside,88,-0.12881824005813242
1,M0,downside,89,-0.16240980428935511
1,M0,downside,90,-0.1609876643532765
1,M0,downside,91,-0.545250532094032
1,M0,downside,92,-0.40616475371728483
1,M0,downside,93,-0.47411338232800443
1,M0,downside,94,-0.1370476628902753
1,M0,downside,95,-0.12173139251173515
1,M0,downside,96,-0.5209009265502418
1,M0,downside,97,-0.19173565831537942
1,M0,downside,98,-0.050886450992306737
1,M0,downside,99,-0.15689730667385787
1,M0,downside,100,-0.07672926451447488
1,M0,downside,101,-0.09206620092102548
1,M0,downside,102,-0.1746166842849273
1,M0,downside,103,-0.20724584006381735
1,M0,downside,104,-0.09176938898218484
1,M0,downside,105,-0.33798979512059457
1,M0,downside,106,-0.27634229732076454
1,M0,downside,107,-0.0965946789128167
1,M0,downside,108,-0.16586382647523493
1,M0,downside,109,-0.058168410456222765
1,M0,downside,110,-0.15576089282946298
1,M0,downside,111,-0.10371337697222674
1,M0,downside,112,-0.3502768852578253
1,M0,downside,113,-0.051208252932314624
1,M0,downside,114,-0.2538872965024521
1,M0,downside,115,-0.056014903874250795
1,M0,downside,116,-0.5698612402770149
1,M0,downside,117,-0.16382712443411682
1,M0,downside,118,-0.11832499451209716
1,M0,downside,119,-0.13661942471625016
1,M0,downside,120,-0.13848561048930214
1,M0,downside,121,-0.4614946045318551
1,M0,downside,122,-0.06897396433843528
1,M0,downside,123,-0.04428561008213929
1,M0,downside,124,-0.34207364055527073
1,M0,downside,125,-0.2118150315714293
1,M0,downside,126,-0.23342574330243007
1,M0,downside,127,-0.22246798407846638
1,M0,downside,128,-0.07076247650295052
1,M0,downside,129,-0.12840748569627358
1,M0,downside,130,-0.2912288610938715
1,M0,downside,131,-0.1378449123776731
1,M0,downside,132,-0.14980431359140756
1,M0,downside,133,-0.17787834249757906
1,M0,downside,134,-0.06444042655785848
1,M0,downside,135,-0.15642486930257937
1,M0,downside,136,-0.158272317526797
1,M0,downside,137,-0.13664471770548753
1,M0,downside,138,-0.07846201487536965
1,M0,downside,139,-0.05752214505927326
1,M0,downside,140,-0.47587091731332215
1,M0,downside,141,-0.3280183523034102
1,M0,downside,142,-0.13555794200582405
1,M0,downside,143,-0.15808678618293903
1,M0,downside,144,-0.15741828767160113
1,M0,downside,145,-0.2858870649055506
1,M0,downside,146,-0.3378410872658659
1,M0,downside,147,-0.16003028411926484
1,M0,downside,148,-0.2875682653225488
1,M0,downside,149,-0.3579736272553719
1,M0,downside,150,-0.311815597571029
1,M0,downside,151,-0.43757521849050945
1,M0,downside,152,-0.21245464259898686
1,M0,downside,153,-0.05919591607685156
1,M0,downside,154,-0.4829724557441418
1,M0,downside,155,-0.1726890947038351
1,M0,downside,156,-0.2766376379065485
1,M0,downside,157,-0.15407793606154407
1,M0,downside,158,-0.17455733499198828
1,M0,downside,159,-0.09787997475512342
1,M0,downside,160,-0.07304126671196752
1,M0,downside,161,-0.43547673840342965
1,M0,downside,162,-0.2696924792072459
1,M0,downside,163,-0.1575776754383751
1,M0,downside,164,-0.5014083765497607
1,M0,downside,165,-0.16629516968405653
1,M0,downside,166,-0.5077338203228082
1,M0,downside,167,-0.16330478252614802
1,M0,downside,168,-0.048987595343341676
1,M0,downside,169,-0.13394777633836027
1,M0,downside,170,-0.40428698060391527
1,M0,downside,171,-0.12174399348842857
1,M0,downside,172,-0.45062546687300126
1,M0,downside,173,-0.06585025547009449
1,M0,downside,174,-0.42947751957610464
1,M0,downside,175,-0.12160112594131908
